File,Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes,Environment,Classify 1,Classify 2,Classify 3,Entry,Subtypes,Classify 4
D&D Monsters - AD&D 2nd.csv,Zombie Treant,,,Huge,Elminster's Ecologies [The Settled Lands],,,,,,,Zombie,Treant,,,,
D&D Monsters - AD&D 2nd.csv,Zombie Wolf,,,Small,Castles Forlorn [The Weeping Land],,,,,,Any,Zombie,Wolf,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Black Death",,,Medium,Diablo II: The Awakening,,,,,,,Zombie,Sanctuary,Black Death,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Cannibal",,,Medium,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Ravenloft,Zombie,Cannibal,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Common",,,Medium,Monstrous Compendium Volume One,,,,,,Any,Zombie,,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Desert",,,Medium,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Har'Akir,Zombie,Desert,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Drowned",,,Medium,Diablo II: The Awakening,,,,,,,Zombie,Sanctuary,Drowned Carcass,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Ghoul",,,Medium,Diablo II: The Awakening,,,,,,,Zombie,Sanctuary,Ghoul,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Hungry Dead",,,Medium,Diablo II: The Awakening,,,,,,,Zombie,Sanctuary,Hungry Dead,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Ju-Ju",,,Medium,Complete Starter Set [Monstrous Manual],,,,,,,Zombie,Juju,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Lord",,,Medium,Monstrous Manual,,,,,,Any,Zombie Lord,,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Monster",,,Large,Monstrous Compendium Volume One,,,,,,Any,Zombie,Monster,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Mud",,,Medium,Monstrous Compendium Annual Volume Four,,,,,,"Swamps, wetlands",Zombie,Mud,Mud,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Plague Bearer",,,Medium,Diablo II: The Awakening,,,,,,,Zombie,Sanctuary,Plague Bearer,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Putrid",,,Medium,Terrors from Above,,,,,,Any,Zombie,Putrid,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Red",,,Medium,Savage Coast Monstrous Compendium Appendix,,,,,,Any,Zombie,Red,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Rotting Carcass",,,Medium,Diablo II: The Awakening,,,,,,,Zombie,Sanctuary,Rotting Carcass,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Salt",,,Medium,Ivory Triangle [Ivory Triangle],,,,,,The Great Ivory Plain,Zombie,Salt,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Sea",,,Medium,Islands of Terror (RR4),,,,,,Any/shallow waters,Zombie,Sea,Dread,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Strahd",,,Medium,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Barovia,Zombie,Strahd,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Thinking",,,Small to Large,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,,,,,,Any,Zombie,Thinking,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Thinking, Beli Iton",,,Large,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,,,,,,Any,Zombie,Thinking,Beli Iton,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Thinking, Claktor Bloodfist",,,Medium,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,,,,,,Any,Zombie,Thinking,Claktor Bloodfist,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Thinking, Evirdel Ironhand",,,Medium,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,,,,,,Any,Zombie,Thinking,Evirdel Ironhand,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Thinking, Levgar Giantslayer",,,Medium,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,,,,,,Any,Zombie,Thinking,Levgar Giantslayer,,,
D&D Monsters - AD&D 2nd.csv,"Zombie, Wolf",,,Small,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,,,,,,Forlorn,Zombie,Wolf,,,,
D&D Monsters - AD&D 2nd.csv,"Zombie. Lightning, Greater",,,Medium,Mystara Monstrous Compendium Appendix,,,,,,Mountains,Zombie,Lightning,Greater,,,
D&D Monsters - AD&D 2nd.csv,"Zombie. Lightning, Lesser",,,Medium,Mystara Monstrous Compendium Appendix,,,,,,Mountains,Zombie,Lightning,Lesser,,,
D&D Monsters - AD&D 2nd.csv,"Zombies, Carcass",,,,Diablo II Adventure Game,,,,,,,Zombie,Sanctuary,Drowned Carcass,,,
D&D Monsters - AD&D 2nd.csv,"Zombies, Ghoul",,,,Diablo II Adventure Game,,,,,,,Zombie,Sanctuary,Ghoul,,,
D&D Monsters - AD&D 2nd.csv,"Zombies, Hungry Dead",,,,Diablo II Adventure Game,,,,,,,Zombie,Sanctuary,Hungry Dead,,,
D&D Monsters - AD&D 2nd.csv,Zombire,,,Medium,Dungeon #59,,,,,,,Zombire,,,,,
D&D Monsters - AD&D 2nd.csv,Zorbo,,,Small,Monstrous Compendium Annual Volume Two,,,,,,Any non-arctic,Zorbo,,,,,
D&D Monsters - AD&D 2nd.csv,Zoveri,,,Medium,Monstrous Compendium Outer Planes Appendix,,,,,,Seven Heavens (Lunia),Zoveri,,,,,
D&D Monsters - AD&D 2nd.csv,Zurchin,,,Tiny,Monstrous Compendium Spelljammer Appendix II,,,,,,"Wildspace, asteroid fields",Zurchin,,,,,
D&D Monsters - AD&D 2nd.csv,Zygodacts,,,,Dragon #267,,,,,,,Zygodact,,,,,
D&D Monsters - AD&D 2nd.csv,Zygom,,,,Monstrous Compendium Greyhawk Appendix,,,,,,Any/Land,Zygom,,,,,
D&D Monsters - AD&D 2nd.csv,Zygraat,,,Small,Monstrous Compendium Fiend Folio Appendix (MC14),,,,,,Forest,Zygraat,,,,,
D&D Monsters - D&D 3.5.csv,Beholder,Aberration,,,Creature Codex,,,,,,,Beholder,,,Class,,
D&D Monsters - D&D 3.5.csv,Bvanen,Aberration,,Medium,Life-Shaping Handbook,,,,,,,Bvanen,,,Class,Psionic,
D&D Monsters - D&D 3.5.csv,Half-Giant,Giant,,Medium,Complete Psionic,,,,,,,Half-Giant,,,Class,Psionic,
D&D Monsters - D&D 3.5.csv,Duergar,Humanoid,,Medium,Complete Psionic,,,,,,,Dwarf,Duergar,,Class,"Dwarf, Psionic",
D&D Monsters - D&D 3.5.csv,Githyanki,Humanoid,,Medium,Complete Psionic,,,,,,,Githyanki,,,Class,"Extraplanar, Psionic",
D&D Monsters - D&D 3.5.csv,Githzerai,Humanoid,,Medium,Complete Psionic,,,,,,,Githzerai,,,Class,"Extraplanar, Psionic",
D&D Monsters - D&D 3.5.csv,Lizardfolk,Humanoid,,Medium,Dragon #318,,,,,,,Lizardfolk,,,Class,Reptilian,
D&D Monsters - D&D 3.5.csv,Dark Creeper,Humanoid,,Small,Dragon #322,,,,,,,Dark Ones,Dark Creeper,,Class,,
D&D Monsters - D&D 3.5.csv,Dark Stalker,Humanoid,,Medium,Dragon #322,,,,,,,Dark Ones,Dark Stalker,,Class,,
D&D Monsters - D&D 3.5.csv,Drow,Humanoid,,Medium,Drow of the Underdark,,,,,,,Elf,Drow,,Class,Elf,
D&D Monsters - D&D 3.5.csv,Varag,Humanoid,,Medium,Monster Manual IV,,,,,,,Varag,,,Class,Goblinoid,
D&D Monsters - D&D 3.5.csv,Thri-kreen,Monstrous Humanoid,,Medium,Complete Psionic,,,,,,,Thri-Kreen,,,Class,Psionic,
D&D Monsters - D&D 3.5.csv,Segarran,Monstrous Humanoid,,Medium,Creature Catalogue,,,,,,,Segarran,Greater,,Class,,
D&D Monsters - D&D 3.5.csv,Carnivorous Ape,Monstrous Humanoid,,Large,Frilond Campaign,,,,,,,Ape,Carnivorous,,Class,,
D&D Monsters - D&D 3.5.csv,Feral Gargun,Monstrous Humanoid,,Medium,Races of Stone,,,,,,,Feral Gargun,,,Class,,
D&D Monsters - D&D 3.5.csv,Draegloth,Outsider,,Large,Champions of Ruin,,,,,,,Draegloth,,,Class,Native,
D&D Monsters - D&D 3.5.csv,Hollyphant,Outsider,,Small,Dragon #312,,,,,,,Hollyphant,,,Class,"Extraplanar, Good",
D&D Monsters - D&D 3.5.csv,Shade Creature,Outsider,,,Dragon #322,,,,,,,Shade,,,Class,,
D&D Monsters - D&D 3.5.csv,Avoral Guardinal,Outsider,,Medium,Planar Handbook,,,,,,,Guardinal,Avoral,,Class,"Extraplanar, Good, Guardinal",
D&D Monsters - D&D 3.5.csv,Chain Devil,Outsider,,Medium,Planar Handbook,,,,,,,Devil,Kyton,,Class,"Evil, Extraplaner, Lawful",
D&D Monsters - D&D 3.5.csv,Ghoul/Ghast,Undead,,,Libris Mortis: The Book of Undead,,,,,,,Ghoul,Ghast,,Class,,
D&D Monsters - D&D 3.5.csv,Mohrg,Undead,,,Libris Mortis: The Book of Undead,,,,,,,Mohrg,,,Class,,
D&D Monsters - D&D 3.5.csv,Mummy,Undead,,,Libris Mortis: The Book of Undead,,,,,,,Mummy,,,Class,,
D&D Monsters - D&D 3.5.csv,Vampire Spawn,Undead,,,Libris Mortis: The Book of Undead,,,,,,,Vampire Spawn,,,Class,,
D&D Monsters - D&D 3.5.csv,Wight,Undead,,,Libris Mortis: The Book of Undead,,,,,,,Wight,,,Class,,
D&D Monsters - D&D 3.5.csv,Avangion,,,,Avangion Rules,,,,,,,Avangion,,,Class,,
D&D Monsters - D&D 3.5.csv,Swanmay,,,,Book of Exalted Deeds,,,,,,,Swanmay,,,Class,,
D&D Monsters - D&D 3.5.csv,Werebear,,,,Dragon #313,,,,,,,Lycanthrope,Werebear,,Class,,
D&D Monsters - D&D 3.5.csv,Wereboar,,,,Dragon #313,,,,,,,Lycanthrope,Wereboar,,Class,,
D&D Monsters - D&D 3.5.csv,Wererat,,,,Dragon #313,,,,,,,Lycanthrope,Wererat,,Class,,
D&D Monsters - D&D 3.5.csv,Weretiger,,,,Dragon #313,,,,,,,Lycanthrope,Weretiger,,Class,,
D&D Monsters - D&D 3.5.csv,Werewolf,,,,Dragon #313,,,,,,,Lycanthrope,Werewolf,,Class,,
D&D Monsters - D&D 3.5.csv,,,,,,,,,,,,,,,,,
D&D Monsters - D&D 3.5.csv,Athasian Dragon,,,,Dragon #339,,,,,,,Dragon,Athasian,,Class,,
D&D Monsters - D&D 3.5.csv,Draconic,,,,Races of the Dragon,,,,,,,Draconic,,,Class,,
D&D Monsters - D&D 3.5.csv,Wonderseeker,,,,Spelljammer: Beyond the Moons,,,,,,,Human,Wonderseeker,,Class,,
D&D Monsters - D&D 3.5.csv,Ecology of the Dark Ones: Enigmas Wrapped in Shadows,,,,Dragon #322,,,,,,,Dark Ones,,,Ecology,,
D&D Monsters - D&D 3.5.csv,Ecology of the Fire Archon,,,,Dragon #361,,,,,,,Archon,Fire,,Ecology,,
D&D Monsters - D&D 3.5.csv,Murderoid,Aberration,,Colossal,Spelljammer: Beyond the Moons,,,,,,,Murderoid,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Turbindus Leech,Magical Beast,,Diminutive,"Bestiary of Krynn, Revised",,,,,,,Leech,Turbidus,,Hazard,"Aquatic, Swarm",
D&D Monsters - D&D 3.5.csv,Black Slime,Ooze,,,Creature Catalogue,,,,,,,Black Slime,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Shiver Sludge,Ooze,,,Dragon #347,,,,,,,Shiver Sludge,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Shadow Slime,Ooze,,,Dragons of Faerûn,,,,,,,Shadow Slime,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Violet Slime,Ooze,,,Dungeon #126,,,,,,,Violet Slime,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Symbiotic Jelly,Ooze,,,Tome of Horrors Revised,,,,,,,Symbiotic Jelly,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Hound of Ill Omen,Outsider,,,Tome of Horrors Revised,,,,,,,Hound of Ill-Omen,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Black Mold,Plant,,,Cityscape: An Essential Guide to Urban Adventuring,,,,,,,Black Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Concussion Fungus,Plant,,,Dragon #316,,,,,,,Fungus,Concussion,,Hazard,,
D&D Monsters - D&D 3.5.csv,Frenzy Fungus,Plant,,,Dragon #316,,,,,,,Fungus,Frenzy,,Hazard,,
D&D Monsters - D&D 3.5.csv,Sluggard Fungus,Plant,,,Dragon #316,,,,,,,Fungus,Sluggard,,Hazard,,
D&D Monsters - D&D 3.5.csv,Adamant Algae,Plant,,,Dragon #347,,,,,,,Adamant Algae,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Ash Willow,Plant,,,Dragon #347,,,,,,,Ash Willow,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Brine Coral,Plant,,,Dragon #347,,,,,,,Brine Coral,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Choke Mold,Plant,,,Dragon #347,,,,,,,Choke Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Darkshine,Plant,,,Dragon #347,,,,,,,Darkshine,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Ember Root,Plant,,,Dragon #347,,,,,,,Ember Root,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Entangle Weed,Plant,,,Dragon #347,,,,,,,Entangle Weed,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Ripplewood,Plant,,,Dragon #347,,,,,,,Ripplewood,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Sky Lotus,Plant,,,Dragon #347,,,,,,,Sky Lotus,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Stoneshrooms,Plant,,,Dragon #347,,,,,,,Stoneshroom,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Memory Hazard (Obliviax),Plant,,,Dragon #355,,,,,,,Obliviax,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Dragon Mold,Plant,,,Dragons of Faerûn,,,,,,,Dragon Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Magic Shrieker Moss,Plant,,,Dragons of Faerûn,,,,,,,Magic Shrieker Moss,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Cerebral Mold,Plant,,,Dungeon #100,,,,,,,Cerebral Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Choking Cinder Fungus,Plant,,,Dungeon #126,,,,,,,Fungus,Choking Cinder,,Hazard,,
D&D Monsters - D&D 3.5.csv,Scarlet Heart Mushroom,Plant,,,Dungeon #126,,,,,,,Scarlet Heart Mushroom,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Spirit Moss,Plant,,,Dungeon #126,,,,,,,Spirit Moss,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Torment Toadstool,Plant,,,Dungeon #126,,,,,,,Torment Toadstool,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Cutedrop,Plant,,,Dungeon #136,,,,,,,Cutedrop,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Floatbloat,Plant,,,Dungeon #136,,,,,,,Floatbloat,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Stealstool,Plant,,,Dungeon #136,,,,,,,Stealstool,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Brown Mold,Plant,,,Dungeon Master's Guide (Special Edition),,,,,,,Brown Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Phosphorescent Fungus,Plant,,,Dungeon Master's Guide (Special Edition),,,,,,,Fungus,Phosphorescent,,Hazard,,
D&D Monsters - D&D 3.5.csv,Yellow Mold,Plant,,,Dungeon Master's Guide (Special Edition),,,,,,,Yellow Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Bone Fungus,Plant,,,Dungeonscape,,,,,,,Fungus,Bone,,Hazard,,
D&D Monsters - D&D 3.5.csv,Gray Slime,Plant,,,Dungeonscape,,,,,,,Gray Slime,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Viper Tree,Plant,,,Fiendish Codex I: Hordes of the Abyss,,,,,,,Viper Tree,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Fungal Carapace,Plant,,,Frilond Campaign,,,,,,,Carapace,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Shimmerweed,Plant,,,"Key of Destiny: Age of Mortals Campaign, Volume One",,,,,,,Shimmerweed,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Brambletree,Plant,,,Terrors of Athas (preview),,,,,,,Brambleweed,Brambletree,,Hazard,,
D&D Monsters - D&D 3.5.csv,Brambleweed,Plant,,,Terrors of Athas (preview),,,,,,,Brambleweed,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Memory Moss,Plant,,,Tome of Horrors Revised,,,,,,,Obliviax,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Purple Moss,Plant,,,Tome of Horrors Revised,,,,,,,Purple Moss,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Russet Mold,Plant,,,Tome of Horrors Revised,,,,,,,Russet Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Poisonous Coral,Plant,,,Vaults of Pandius,,,,,,,Coral,Poisonous,,Hazard,,
D&D Monsters - D&D 3.5.csv,Zzonga-Bush,Plant,,,Vaults of Pandius,,,,,,,Zzonga-Bush,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Amber Barnacles,Vermin,,,Dragon #347,,,,,,,Amber Barnacle,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Mineralmintes,Vermin,,,Dragon #347,,,,,,,Mineralminte,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Fear Moths,Vermin,,,Dragons of Faerûn,,,,,,,Moth,Fear,,Hazard,,
D&D Monsters - D&D 3.5.csv,Plague Gnat,Vermin,,,Dungeon #126,,,,,,,Plague Gnat,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Rot Grub,Vermin,,,Dungeonscape,,,,,,,Rot Grub,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Bookworm,Vermin,,,Tome of Horrors Revised,,,,,,,Bookworm,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Piercer,Vermin,,,Tome of Horrors Revised,,,,,,,Piercer,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Throat Leech,Vermin,,,Tome of Horrors Revised,,,,,,,Leech,Throat,,Hazard,,
D&D Monsters - D&D 3.5.csv,Green Slime,,,,Dungeon Master's Guide (Special Edition),,,,,,,Green Slime,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Powder Moth,,,,Vaults of Pandius,,,,,,,Moth,Powder,,Hazard,,
D&D Monsters - D&D 3.5.csv,Yellow Mould,,,,Vaults of Pandius,,,,,,,Yellow Mold,,,Hazard,,
D&D Monsters - D&D 3.5.csv,Mistling Dryad,Fey,,Medium,Forge of War,,,,,,,Dryad,Mistling,,Template,,
D&D Monsters - D&D 3.5.csv,Bound Spirit,Template,,,Age of Mortals,,,,,,,Bound Spirit,,,Template,,
D&D Monsters - D&D 3.5.csv,Ogre Titan,Template,,,Age of Mortals,,,,,,,Ogre Titan,,,Template,,
D&D Monsters - D&D 3.5.csv,Ankholian Undead,Template,,,Bestiary of Krynn,,,,,,,Ankholian Undead,,,Template,,
D&D Monsters - D&D 3.5.csv,Bloodrager,Template,,,Bestiary of Krynn,,,,,,,Bloodrager,,,Template,,
D&D Monsters - D&D 3.5.csv,Child of the Sea,Template,,,Bestiary of Krynn,,,,,,,Child of the Sea,,,Template,Aquatic,
D&D Monsters - D&D 3.5.csv,Dark Thrall of Onysablet,Template,,,Bestiary of Krynn,,,,,,,Dark Thrall of Onysablet,,,Template,,
D&D Monsters - D&D 3.5.csv,Dragon Vassal,Template,,,Bestiary of Krynn,,,,,,,Dragon Vassal,,,Template,,
D&D Monsters - D&D 3.5.csv,"Dragonspawn, Abomination",Template,,,Bestiary of Krynn,,,,,,,Dragonspawn,Krynnish,Abomination,Template,,
D&D Monsters - D&D 3.5.csv,"Dragonspawn, Sea",Template,,,Bestiary of Krynn,,,,,,,Dragonspawn,Krynnish,Sea,Template,,
D&D Monsters - D&D 3.5.csv,Forestmaster,Template,,,Bestiary of Krynn,,,,,,,Forestmaster,,,Template,,
D&D Monsters - D&D 3.5.csv,Gurik Cha'ahl,Template,,,Bestiary of Krynn,,,,,,,Gurik Cha'ahl,,,Template,,
D&D Monsters - D&D 3.5.csv,Proto-Creature,Template,,,Bestiary of Krynn,,,,,,,Proto-Creature,,,Template,,
D&D Monsters - D&D 3.5.csv,Sacred Guardian,Template,,,Bestiary of Krynn,,,,,,,Sacred Guardian,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Skorenoi,Template,,,Bestiary of Krynn,,,,,,,Skorenoi,,,Template,Chaotic,
D&D Monsters - D&D 3.5.csv,Tainted-Blood,Template,,,Bestiary of Krynn,,,,,,,Tainted-Blood,,,Template,,
D&D Monsters - D&D 3.5.csv,Wichtlin,Template,,,Bestiary of Krynn,,,,,,,Wichtlin,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Dragonspawn Template (Errata),Template,,,Bestiary of Krynn Errata,,,,,,,Dragonspawn,Krynnish,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Accantus,Template,,,"Bestiary of Krynn, Revised",,,,,,,Child of the Sea,Accantus,,Template,,
D&D Monsters - D&D 3.5.csv,Axiomatic Creature,Template,,,"Bestiary of Krynn, Revised",,,,,,,Axiomatic,,,Template,,
D&D Monsters - D&D 3.5.csv,Alias Vessel,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Alias Vessel,,,Template,,
D&D Monsters - D&D 3.5.csv,Barrowe,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Barrowe,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Cairn,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Cairn,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Carrion Dead,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Carrion Dead,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Dark Plant,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Dark Plant,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Death Fey,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Death Fey,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Seelie/Unseelie Sprite,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Sprite,Seelie Faerie,,Template,,
D&D Monsters - D&D 3.5.csv,"Sentient Slime, Jabbering Sentient Slime",Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Jabbering Sentient Slime,,,Template,Psionic,
D&D Monsters - D&D 3.5.csv,Shadowstaff,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Shadowstaff,,,Template,Incorporeal,
D&D Monsters - D&D 3.5.csv,Skeletal Colossus,Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Skeleton,Skeletal Colossus,,Template,,
D&D Monsters - D&D 3.5.csv,"Vermin, Dung Crawler",Template,,,"Bestiary of the Realms, Volume 2",,,,,,,Centipede,Monstrous,Dung Crawler,Template,,
D&D Monsters - D&D 3.5.csv,Tainted Fey,Template,,,Blood and Shadows: The Dark Elves of Tellene,,,,,,,Tainted Fey,,,Template,,
D&D Monsters - D&D 3.5.csv,Aleax,Template,,,Book of Exalted Deeds,,,,,,,Aleax,,,Template,,
D&D Monsters - D&D 3.5.csv,Sacred Watcher,Template,,,Book of Exalted Deeds,,,,,,,Sacred Watcher,,,Template,,
D&D Monsters - D&D 3.5.csv,Saint,Template,,,Book of Exalted Deeds,,,,,,,Saint,,,Template,Native,
D&D Monsters - D&D 3.5.csv,Sanctified Creature,Template,,,Book of Exalted Deeds,,,,,,,Sanctified,,,Template,,
D&D Monsters - D&D 3.5.csv,Champion of Rajaat,Template,,,Champion of Rajaat,,,,,,,Champion of Rajaat,,,Template,,
D&D Monsters - D&D 3.5.csv,Living Zombie,Template,,,Champions of Ruin,,,,,,,Zombie,Living,,Template,,
D&D Monsters - D&D 3.5.csv,Keening Spirit,Template,,,City of the Spider Queen,,,,,,,Keening Spirit,,,Template,"Augmented Humanoid, Incorporeal",
D&D Monsters - D&D 3.5.csv,Revenant,Template,,,City of the Spider Queen,,,,,,,Revenant,,,Template,Augmented Humanoid,
D&D Monsters - D&D 3.5.csv,Silveraith,Template,,,City of the Spider Queen,,,,,,,Silveraith,,,Template,"Augmented Humanoid, Incorporeal",
D&D Monsters - D&D 3.5.csv,Sepulchral Thief,Template,,,Cityscape: An Essential Guide to Urban Adventuring,,,,,,,Sepulchral Thief,,,Template,,
D&D Monsters - D&D 3.5.csv,Effigy Creature,Template,,,Complete Arcane,,,,,,,Effigy,,,Template,,
D&D Monsters - D&D 3.5.csv,Pseudonatural Creature,Template,,,Complete Arcane,,,,,,,Pseudonatural,,,Template,,
D&D Monsters - D&D 3.5.csv,Spellstitched,Template,,,Complete Arcane,,,,,,,Spellstitched,,,Template,,
D&D Monsters - D&D 3.5.csv,Spectral Savant,Template,,,Complete Psionic,,,,,,,Spectral Savant,,,Template,Incorporeal,
D&D Monsters - D&D 3.5.csv,Vodoni Lycanthrope,Template,,,Converted Spelljammer Creatures,,,,,,,Vodoni,,,Template,Shapechanger,
D&D Monsters - D&D 3.5.csv,Dark Creature,Template,,,Cormyr: The Tearing of the Weave (FR1),,,,,,,Dark,,,Template,Extraplanar,
D&D Monsters - D&D 3.5.csv,Shadowslain,Template,,,Cormyr: The Tearing of the Weave (FR1),,,,,,,Shadowslain,,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Bole-Undead,Template,,,Creature Catalogue,,,,,,,Bole-Undead,,,Template,,
D&D Monsters - D&D 3.5.csv,Burnbones,Template,,,Creature Catalogue,,,,,,,Burnbones,,,Template,,
D&D Monsters - D&D 3.5.csv,Burning Zombie,Template,,,Creature Catalogue,,,,,,,Zombie,Burning,,Template,,
D&D Monsters - D&D 3.5.csv,Canopic Shape,Template,,,Creature Catalogue,,,,,,,Canopic Shape,,,Template,,
D&D Monsters - D&D 3.5.csv,Ch'ing Shih,Template,,,Creature Catalogue,,,,,,,Vampire,Ch'ing Shih,,Template,,
D&D Monsters - D&D 3.5.csv,Dark Lord,Template,,,Creature Catalogue,,,,,,,Dark Lord,,,Template,,
D&D Monsters - D&D 3.5.csv,Dry Bones,Template,,,Creature Catalogue,,,,,,,Skeleton,Dry Bones,,Template,,
D&D Monsters - D&D 3.5.csv,Gem Eyes,Template,,,Creature Catalogue,,,,,,,Skeleton,Gem Eyes,,Template,Augmented,
D&D Monsters - D&D 3.5.csv,Goblin Vampire,Template,,,Creature Catalogue,,,,,,,Vampire,Goblin,,Template,,
D&D Monsters - D&D 3.5.csv,"Greater Vampire, Arch-Prince",Template,,,Creature Catalogue,,,,,,,Vampire,Greater,Arch-Prince,Template,,
D&D Monsters - D&D 3.5.csv,"Greater Vampire, Prince",Template,,,Creature Catalogue,,,,,,,Vampire,Greater,Prince,Template,,
D&D Monsters - D&D 3.5.csv,"Greater Vampire, Princeling",Template,,,Creature Catalogue,,,,,,,Vampire,Greater,Princeling,Template,,
D&D Monsters - D&D 3.5.csv,"Greater Vampire, Vampire Arch-Lord",Template,,,Creature Catalogue,,,,,,,Vampire,Greater,Arch-Lord,Template,,
