Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes
Uldra,Fey,,Small,Frostburn,158,Supplement,3.5,Varies,
Urskan,Magical beast (cold),,Large,Frostburn,159,Supplement,3.5,5,
Vodyanoi,Fey (aquatic),,Medium,Frostburn,160,Supplement,3.5,3,
Walrus,Animal,,Large,Frostburn,166,Supplement,3.5,2,
White pudding,Ooze,,Large,Frostburn,147,Supplement,3.5,6,
Winterspawn,Undead,,Medium,Frostburn,161,Supplement,3.5,9,
Woolly maMonster Manualoth,Animal,,Huge,Frostburn,119,Supplement,3.5,9,
Yeti,Monstrous humanoid (cold),,Huge,Frostburn,162,Supplement,3.5,3,
"Yeti, abominable",Monstrous humanoid (cold),,Large,Frostburn,163,Supplement,3.5,7,
Yuki-on-na,Fey (cold),,Medium,Frostburn,164,Supplement,3.5,4,
Zeuglodon,Animal,,Gargantuan,Frostburn,120,Supplement,3.5,9,
Artaaglith,"Outsider (chaotic, evil)",,Medium,Ghostwalk,157,Setting - Ghostwalk,3,6,
Bonesinger,Undead,,Varies,Ghostwalk,158,Setting - Ghostwalk,3,Varies,
Dread ram,Undead,,Large,Ghostwalk,160,Setting - Ghostwalk,3,3,
Ectoplasmic vermin,Vermin,,Varies,Ghostwalk,161,Setting - Ghostwalk,3,Varies,
Ghost (template),(incorporeal),,Varies,Ghostwalk,163,Setting - Ghostwalk,3,Varies,
Ghosteater,Aberration (incorporeal),,Medium,Ghostwalk,165,Setting - Ghostwalk,3,3,
Mumia (template),Undead,,Varies,Ghostwalk,167,Setting - Ghostwalk,3,Varies,
Necroplasm,Undead,,Medium,Ghostwalk,168,Setting - Ghostwalk,3,3,
Spectral steed,Undead (incorporeal),,Large,Ghostwalk,169,Setting - Ghostwalk,3,3,
"Spectre, fire spectre",Undead (incorporeal),,Medium,Ghostwalk,162,Setting - Ghostwalk,3,6,
Spirit tree,Plant,,Huge,Ghostwalk,170,Setting - Ghostwalk,3,10,
Undead martyr,Undead,,Small,Ghostwalk,172,Setting - Ghostwalk,3,2,
"Vampire, monstrous (template)",Undead,Vampire,Varies,Ghostwalk,166,Setting - Ghostwalk,3,Varies,
Yuan-ti (template),Humanoid (reptilian),Yuan-ti,Varies,Ghostwalk,173,Setting - Ghostwalk,3,Varies,
Mooncalf,Magical beast,,Large,Heart of Nightfang Spire,32,Adventure,3,10,
Brass steed,Construct,,Large,Heroes of Battle,153,Supplement,3.5,8,
Luna moth,Magical beast,,Large,Heroes of Battle,154,Supplement,3.5,4,
Rainbow crow,Magical beast,,Huge,Heroes of Battle,155,Supplement,3.5,5,
Skeletal warbeast,Undead,Skeleton,Large,Heroes of Battle,156,Supplement,3.5,4,
Tusked behemoth,Magical beast,,Gargantuan,Heroes of Battle,156,Supplement,3.5,14,
War mastiff,Animal,,Medium,Heroes of Battle,157,Supplement,3.5,2,
Bane wraith,Undead (incorporeal),,Medium,Heroes of Horror,139,Supplement,3.5,8,
Bloodrot,Undead,,Medium,Heroes of Horror,140,Supplement,3.5,7,
Bog imp,Fey (aquatic),,Small,Heroes of Horror,142,Supplement,3.5,6,
Boneleaf,Aberration,,Large,Heroes of Horror,143,Supplement,3.5,6,
Corruption eater,Aberration,,Medium,Heroes of Horror,144,Supplement,3.5,8,
"Giant, dusk giant, greater",Giant,Giant,Huge,Heroes of Horror,147,Supplement,3.5,14,
"Giant, dusk giant, least",Giant,Giant,Medium,Heroes of Horror,147,Supplement,3.5,4,
"Giant, dusk giant, lesser",Giant,Giant,Large,Heroes of Horror,147,Supplement,3.5,9,
"Golem, cadaver golem",Construct,Golem,Large,Heroes of Horror,149,Supplement,3.5,8,
Gray jester,Fey,,Medium,Heroes of Horror,151,Supplement,3.5,4,
Phantasmal slayer,"Outsider (evil, incorporeal, Native)",,Medium,Heroes of Horror,152,Supplement,3.5,15,
Taint elemental,Elemental (evil),,Varies,Heroes of Horror,145,Supplement,3.5,Varies,
Tainted minion (template),Undead,,Varies,Heroes of Horror,153,Supplement,3.5,Varies,
Tainted raver (template),As base creature,,Varies,Heroes of Horror,154,Supplement,3.5,Varies,
Unholy scion (template),"Outsider (evil, Native)",,Varies,Heroes of Horror,155,Supplement,3.5,Varies,
Angel of decay,Undead,,Large,Libris Mortis,83,Supplement,3.5,15,
Atropal scion,Undead,,Medium,Libris Mortis,84,Supplement,3.5,11,
Blaspheme,Undead,,Medium,Libris Mortis,85,Supplement,3.5,9,
Bleakborn,Undead,,Medium,Libris Mortis,86,Supplement,3.5,7,
Blood amniote,Undead,,Huge,Libris Mortis,87,Supplement,3.5,9,
Bloodmote cloud,Undead (swarm),,Fine,Libris Mortis,88,Supplement,3.5,6,
Boneyard,Undead,,Huge,Libris Mortis,89,Supplement,3.5,14,
Brain in a jar,Undead,,Tiny,Libris Mortis,90,Supplement,3.5,4,
Carcass eater,Animal,,Small,Libris Mortis,91,Supplement,3.5,1/2,
Cinderspawn,Undead (fire),,Large,Libris Mortis,91,Supplement,3.5,6,
Crypt chanter,Undead,,Medium,Libris Mortis,93,Supplement,3.5,7,
Deathlock,Undead,,Medium,Libris Mortis,94,Supplement,3.5,3,
Desiccator,Undead (water),,Small,Libris Mortis,94,Supplement,3.5,2,
Dream vestige,Undead (incorporeal),,Huge,Libris Mortis,96,Supplement,3.5,16,
Entomber,Undead,,Medium,Libris Mortis,97,Supplement,3.5,5,
Entropic reaper,"Undead (extraplanar, Chaotic)",,Medium,Libris Mortis,98,Supplement,3.5,12,
Evolved undead (template),Undead,,Varies,Libris Mortis,99,Supplement,3.5,Varies,
Forsaken shell,Undead,,Medium,Libris Mortis,100,Supplement,3.5,6,
Ghost brute (template),Undead,,Varies,Libris Mortis,101,Supplement,3.5,Varies,
"Golem, grave dirt golem",Construct,Golem,Large,Libris Mortis,105,Supplement,3.5,9,
Gravetouched ghoul (template),Undead,,Varies,Libris Mortis,103,Supplement,3.5,Varies,
Half-vampire (template),Undead,Vampire,Varies,Libris Mortis,106,Supplement,3.5,Varies,
Hooded pupil (template),As base creature,,Varies,Libris Mortis,108,Supplement,3.5,Varies,
Hulking corpse,Undead,,Large,Libris Mortis,109,Supplement,3.5,9,
"Maggot, dire",Vermin,,Huge,Libris Mortis,95,Supplement,3.5,2,
MuMonster Manualified creature (template),Undead,MuMonster Manualy,Varies,Libris Mortis,110,Supplement,3.5,Varies,
Murk,Undead,,Medium,Libris Mortis,112,Supplement,3.5,3,
Necromental (template),Undead,,Varies,Libris Mortis,112,Supplement,3.5,Varies,
Necropolitan (template),Undead,,Varies,Libris Mortis,114,Supplement,3.5,Varies,
Plague blight,Undead (evil),,Medium,Libris Mortis,115,Supplement,3.5,6,
Quell,Undead (incorporeal),,Medium,Libris Mortis,116,Supplement,3.5,3,
Raiment,Undead,,Small,Libris Mortis,117,Supplement,3.5,1,
Revived fossil (template),Undead,,Varies,Libris Mortis,118,Supplement,3.5,Varies,
Skin kite,Undead,,Small,Libris Mortis,119,Supplement,3.5,3,
Skirr,Undead,,Huge,Libris Mortis,120,Supplement,3.5,7,
Skulking cyst,Undead,,Small,Libris Mortis,120,Supplement,3.5,4,
Slaughter wight,Undead,,Medium,Libris Mortis,120,Supplement,3.5,8,
Slaymate,Undead,,Small,Libris Mortis,122,Supplement,3.5,2,
Spectral lyrist,Undead (incorporeal),,Medium,Libris Mortis,123,Supplement,3.5,4,
Swarm-shifter (template),(shapechanger),Swarm,Varies,Libris Mortis,123,Supplement,3.5,Varies,
"Swarm, bone rat",Undead (swarm),Swarm,Tiny,Libris Mortis,88,Supplement,3.5,3,
"Swarm, corpse rat",Undead (swarm),Swarm,Tiny,Libris Mortis,92,Supplement,3.5,4,
Tomb mote,Undead,,Tiny,Libris Mortis,128,Supplement,3.5,2,
Umbral creature (template),Undead,,Varies,Libris Mortis,128,Supplement,3.5,Varies,
Visage,"Undead (chaotic, evil, extraplanar)",,Medium,Libris Mortis,130,Supplement,3.5,9,
Voidwraith,"Undead (air, incorporeal)",,Medium,Libris Mortis,131,Supplement,3.5,6,
Wheep,Undead,,Medium,Libris Mortis,132,Supplement,3.5,11,
"Dragon, greyhawk",Dragon (air),Dragon,Varies,Living Greyhawk Journal #1,21,Setting - Greyhawk,3,Varies,
Nauskiree,Aberration (cold),Dragon,Huge,Living Greyhawk Journal #1,22,Setting - Greyhawk,3,7,
Son of Kyuss,Undead,Kyuss,Medium,Living Greyhawk Journal #1,24,Setting - Greyhawk,3,5,
Xvart,Humanoid,,Small,Living Greyhawk Journal #1,24,Setting - Greyhawk,3,1/4,
Animus,Undead,,Medium,Living Greyhawk Journal #2,21,Setting - Greyhawk,3,Varies,
Bullywug savant,Monstrous humanoid,,Medium,Living Greyhawk Journal #2,23,Setting - Greyhawk,3,2,
"Elf, valley elf",Humanoid (elf),Elf,Medium,Living Greyhawk Journal #2,27,Setting - Greyhawk,3,1,
Grigaur,Beast,,Medium,Living Greyhawk Journal #2,25,Setting - Greyhawk,3,4,
"Amedian gutworm, adult",Vermin,,Medium,Living Greyhawk Journal #3,21,Setting - Greyhawk,3,2,
"Amedian gutworm, larva",Vermin,,Small,Living Greyhawk Journal #3,21,Setting - Greyhawk,3,1/2,
Losel,Humanoid (orc),,Medium,Living Greyhawk Journal #3,22,Setting - Greyhawk,3,1/2,
Norker,Humanoid (goblinoid),,Small,Living Greyhawk Journal #3,24,Setting - Greyhawk,3,1/2,
Swordwraith,Undead,,Varies,Living Greyhawk Journal #3,25,Setting - Greyhawk,3,Varies,
Dune stalker,Outsider,,Medium,Living Greyhawk Journal #4,23,Setting - Greyhawk,3,9,
Necrophidius,Construct,,Medium,Living Greyhawk Journal #4,24,Setting - Greyhawk,3,2,
Nyrrian boatcrusher,Beast (aquatic),,Huge,Living Greyhawk Journal #4,25,Setting - Greyhawk,3,9,
Qullan,Humanoid,,Large,Living Greyhawk Journal #4,26,Setting - Greyhawk,3,2,
Beastfolk,Humanoid,,Medium,Living Greyhawk Journal #5,23,Setting - Greyhawk,3,1/2,
Crypt thing,Undead,,Medium,Living Greyhawk Journal #5,24,Setting - Greyhawk,3,3,
Dakon,Humanoid,,Medium,Living Greyhawk Journal #5,25,Setting - Greyhawk,3,1/2,
Living crossbow,Vermin,,Tiny,Living Greyhawk Journal #5,27,Setting - Greyhawk,3,1/4,
Phalanx vermin,Vermin,,Medium,Living Greyhawk Journal #5,26,Setting - Greyhawk,3,1,
Axiomatic creature (template),As base creature,,Varies,Lord of the Iron Fortress,43,Adventure,3,Varies,
Bladeling,Outsider,,Medium,Lord of the Iron Fortress,44,Adventure,3,1,
Steel predator,Outsider,,Large,Lord of the Iron Fortress,45,Adventure,3,13,
Beholderkin,Aberration,Beholderkin,Varies,Lords of Madness,135,Supplement,3.5,Varies,
"Beholderkin, director",Aberration,Beholderkin,Large,Lords of Madness,137,Supplement,3.5,8,
"Beholderkin, eye of the deep",Aberration (aquatic),Beholderkin,Large,Lords of Madness,138,Supplement,3.5,8,
"Beholderkin, hive mother",Aberration,Beholderkin,Huge,Lords of Madness,135,Supplement,3.5,16,
"Beholderkin, overseer",Aberration,Beholderkin,Large,Lords of Madness,139,Supplement,3.5,15,
"Beholderkin, spectator",Aberration (extraplanar),Beholderkin,Medium,Lords of Madness,140,Supplement,3.5,4,
"Choker, shadow",Aberration (extraplanar),,Small,Lords of Madness,167,Supplement,3.5,3,
Cildabrin,Aberration,,Large,Lords of Madness,141,Supplement,3.5,7,
"Cloaker, shadowcloak elder",Aberration (extraplanar),,Huge,Lords of Madness,142,Supplement,3.5,11,
"Eidolon, elder",Construct,,Gargantuan,Lords of Madness,146,Supplement,3.5,15,
"Elder brain, psionic",Aberration (psionic),,Large,Lords of Madness,145,Supplement,3.5,25,
Gas spore,Plant,,Large,Lords of Madness,148,Supplement,3.5,3,
Half-farspawn,Outsider (native),,Large,Lords of Madness,151,Supplement,3.5,10,
"Hippogriff, pseudonatural",Outsider,,Large,Lords of Madness,161,Supplement,3.5,2,
Hound of the gloom,Aberration,,Large,Lords of Madness,153,Supplement,3.5,9,
Illithidae,Aberration,Illithidae,Varies,Lords of Madness,154,Supplement,3.5,Varies,
"Illithidae, embrac",Aberration,Illithidae,Large,Lords of Madness,154,Supplement,3.5,7,
"Illithidae, kigrid",Aberration,Illithidae,Medium,Lords of Madness,155,Supplement,3.5,5,
"Illithidae, saltor",Aberration,Illithidae,Small,Lords of Madness,156,Supplement,3.5,3,
"Mind flayer, alhoon",Undead (augmented Aberration),Mind flayer,Medium,Lords of Madness,157,Supplement,3.5,18,
"Mind flayer, ulitharid",Aberration,Mind flayer,Large,Lords of Madness,158,Supplement,3.5,12,
"Mind flayer, ulitharid psionic",Aberration (psionic),Mind flayer,Large,Lords of Madness,159,Supplement,3.5,12,
"Mind flayer, vampire",Undead,Mind flayer,Medium,Lords of Madness,160,Supplement,3.5,9,
Psurlon,Aberration,Psurlon,Varies,Lords of Madness,162,Supplement,3.5,Varies,
"Psurlon, average",Aberration,Psurlon,Medium,Lords of Madness,163,Supplement,3.5,5,
"Psurlon, elder",Aberration,Psurlon,Medium,Lords of Madness,164,Supplement,3.5,8,
"Psurlon, giant",Aberration,Psurlon,Large,Lords of Madness,164,Supplement,3.5,11,
Shaboath,Construct (cold),,Large,Lords of Madness,166,Supplement,3.5,10,
Shadow creature,As base creature,,Varies,Lords of Madness,167,Supplement,3.5,Varies,
Silthilar,"Aberration (Shapechanger, Swarm)",,Fine,Lords of Madness,168,Supplement,3.5,7,
Urophion,Aberration,,Large,Lords of Madness,170,Supplement,3.5,13,
Zeugalak,Aberration,,Huge,Lords of Madness,171,Supplement,3.5,12,
Baneguard,Undead,,Medium,Lost Empires of Faerûn,162,Setting - Forgotten Realms,3.5,2,
Battle horror,Construct,,Medium,Lost Empires of Faerûn,176,Setting - Forgotten Realms,3.5,12,
Crawling claw,Construct (swarm),,Tiny,Lost Empires of Faerûn,163,Setting - Forgotten Realms,3.5,2,
Curst (template),Undead,,Varies,Lost Empires of Faerûn,165,Setting - Forgotten Realms,3.5,Varies,
Deepspawn,Aberration,,Huge,Lost Empires of Faerûn,166,Setting - Forgotten Realms,3.5,10,
"Demon, ghour","Outsider (chaotic, evil, extraplanar)",Demon,Huge,Lost Empires of Faerûn,168,Setting - Forgotten Realms,3.5,12,
Direguard,Undead,,Medium,Lost Empires of Faerûn,162,Setting - Forgotten Realms,3.5,3,
Dread,Undead,,Small,Lost Empires of Faerûn,169,Setting - Forgotten Realms,3.5,2,
Dread warrior (template),Undead,,Varies,Lost Empires of Faerûn,169,Setting - Forgotten Realms,3.5,Varies,
Flameskull,Undead,,Tiny,Lost Empires of Faerûn,171,Setting - Forgotten Realms,3.5,4,
Foulwing,Aberration,,Huge,Lost Empires of Faerûn,172,Setting - Forgotten Realms,3.5,5,
Gorynych,Dragon,,Huge,Lost Empires of Faerûn,172,Setting - Forgotten Realms,3.5,12,
Greenbound creature (template),Plant,,Varies,Lost Empires of Faerûn,173,Setting - Forgotten Realms,3.5,Varies,
Helmed horror,Construct,,Medium,Lost Empires of Faerûn,175,Setting - Forgotten Realms,3.5,8,
Ixzan,Aberration (aquatic),,Medium,Lost Empires of Faerûn,177,Setting - Forgotten Realms,3.5,4,
"Lycanthrope, drow werebat",Humanoid,Lycanthrope,Varies,Lost Empires of Faerûn,178,Setting - Forgotten Realms,3.5,4,
"Lycanthrope, werecat",Humanoid,Lycanthrope,Varies,Lost Empires of Faerûn,179,Setting - Forgotten Realms,3.5,4,
"Lycanthrope, werecrocodile",Humanoid,Lycanthrope,Varies,Lost Empires of Faerûn,181,Setting - Forgotten Realms,3.5,3,
"Lycanthrope, wereshark",Humanoid,Lycanthrope,Varies,Lost Empires of Faerûn,182,Setting - Forgotten Realms,3.5,4,
Metalmaster,Magical beast,,Large,Lost Empires of Faerûn,184,Setting - Forgotten Realms,3.5,5,
"Nightshade, nighthaunt",Undead,Nightshade,Medium,Lost Empires of Faerûn,185,Setting - Forgotten Realms,3.5,12,
Nishruu,Outsider (chaotic),,Large,Lost Empires of Faerûn,186,Setting - Forgotten Realms,3.5,6,
PhaeriMonster Manual,Aberration,,Varies,Lost Empires of Faerûn,187,Setting - Forgotten Realms,3.5,Varies,
"Scorpion, giant whip scorpion",Vermin,,Large,Lost Empires of Faerûn,160,Setting - Forgotten Realms,3.5,2,
"Spider, giant sun spider",Vermin,,Large,Lost Empires of Faerûn,162,Setting - Forgotten Realms,3.5,2,
"Spider, giant whip spider",Vermin,,Medium,Lost Empires of Faerûn,161,Setting - Forgotten Realms,3.5,1,
Tomb tapper,Construct,,Large,Lost Empires of Faerûn,189,Setting - Forgotten Realms,3.5,13,
Tressym,Magical beast,,Tiny,Lost Empires of Faerûn,191,Setting - Forgotten Realms,3.5,1/4,
"Velvet worm, giant",Vermin,,Huge,Lost Empires of Faerûn,191,Setting - Forgotten Realms,3.5,5,
Breed leech,Aberration (Symbiont),,Tiny,Magic of Eberron,154,Setting - Eberron,3.5,Varies,
Crawling gauntlet,Aberration (Symbiont),,Tiny,Magic of Eberron,154,Setting - Eberron,3.5,Varies,
Dolghast,Aberration,,Medium,Magic of Eberron,143,Setting - Eberron,3.5,4,
"Homunculus, arbalester",Construct,Homunculus,Tiny,Magic of Eberron,152,Setting - Eberron,3.5,1/2,
"Homunculus, packmate",Construct,Homunculus,Small,Magic of Eberron,152,Setting - Eberron,3.5,1,
"Persistent harrier, homunculus",Construct,,Small,Magic of Eberron,153,Setting - Eberron,3.5,1,
Shadow sibling,"Aberration (Symbiont, incorporeal)",,Medium,Magic of Eberron,156,Setting - Eberron,3.5,Varies,
Spellwurm,Aberration (Symbiont),,Tiny,Magic of Eberron,156,Setting - Eberron,3.5,Varies,
Stormstalk,Aberration (Symbiont),,Tiny,Magic of Eberron,157,Setting - Eberron,3.5,Varies,
Throwing scarab,Aberration (Symbiont),,Fine,Magic of Eberron,157,Setting - Eberron,3.5,Varies,
Urdark,Undead (incorporeal),,Small,Magic of Eberron,148,Setting - Eberron,3.5,4,
Vour,Undead,,Medium,Magic of Eberron,150,Setting - Eberron,3.5,7,
Winter cyst,Aberration (Symbiont),,Tiny,Magic of Eberron,158,Setting - Eberron,3.5,Varies,
"Beholderkin, spectator",Aberration,Beholderkin,Medium,Magic of Faerûn,182,Setting - Forgotten Realms,3,6,
Crossroads guardian,Fey (incorporeal),,Huge,Magic of Faerûn,183,Setting - Forgotten Realms,3,7,
Crypt spawn (template),Undead,,Varies,Magic of Faerûn,184,Setting - Forgotten Realms,3,Varies,
Magister (template),As base creature,,Varies,Magic of Faerûn,185,Setting - Forgotten Realms,3,Varies,
Scalamagdrion,Dragon,,Large,Magic of Faerûn,188,Setting - Forgotten Realms,3,7,
Spectral mage (template),Undead (incorporeal),,Varies,Magic of Faerûn,189,Setting - Forgotten Realms,3,Varies,
"Viper, celestial",Outsider,,Medium,Magic of Faerûn,131,Setting - Forgotten Realms,3,1,
"Viper, fiendish",Outsider,,Medium,Magic of Faerûn,131,Setting - Forgotten Realms,3,1,
Azurin,"Humanoid (human, incarnum)",,Medium,Magic of Incarnum,170,Supplement,3.5,Varies,
"Dragon, incarnum","Dragon (extraplanar, incarnum)",Dragon,Varies,Magic of Incarnum,172,Supplement,3.5,Varies,
Duskling,"Fey (extraplanar, incarnum)",,Medium,Magic of Incarnum,175,Supplement,3.5,Varies,
"Giant, totem giant",Giant (incarnum),Giant,Large,Magic of Incarnum,178,Supplement,3.5,10,
"Golem, incarnum golem",Construct (incarnum),Golem,Large,Magic of Incarnum,179,Supplement,3.5,10,
Lost (template),(incarnum),,Varies,Magic of Incarnum,181,Supplement,3.5,Varies,
Midnight construct,Construct (incarnum),,Varies,Magic of Incarnum,184,Supplement,3.5,Varies,
"Ooze, dissolution ooze",Ooze,Ooze,Large,Magic of Incarnum,172,Supplement,3.5,5,
Rilkan,Humanoid (reptilian),,Medium,Magic of Incarnum,189,Supplement,3.5,Varies,
Skarn,Humanoid (Retillian),,Medium,Magic of Incarnum,191,Supplement,3.5,Varies,
Souleater,Outsider (evil),,Large,Magic of Incarnum,194,Supplement,3.5,7,
Soulfused construct,"Construct (Incarnum, Living Construct)",,Large,Magic of Incarnum,195,Supplement,3.5,8,
Soulspark,"Outsider (Incarnum, Native)",,Tiny,Magic of Incarnum,197,Supplement,3.5,Varies,
"Wraith, incarnum wraith","Undead (Incarnum, incorporeal)",Wraith,Medium,Magic of Incarnum,180,Supplement,3.5,5,
"Zombie, necrocarnum zombie","Undead (evil, incarnum)",Zombie,Varies,Magic of Incarnum,186,Supplement,3.5,Varies,
Anarchic creature (template),(extraplanar),,Varies,Manual of the Planes,198,Supplement,3,Varies,
Astral dreadnought,Outsider,,Gargantuan,Manual of the Planes,159,Supplement,3,17,
Axiomatic creature (template),As base creature,,Varies,Manual of the Planes,197,Supplement,3,Varies,
"Bahamut, the platinum dragon",Dragon,,Colossal,Manual of the Planes,133,Supplement,3,25,
Bariaur,Outsider,,Medium,Manual of the Planes,161,Supplement,3,1/2,
"Demon, armanite","Outsider (chaotic, evil)",Demon,Large,Manual of the Planes,164,Supplement,3,7,
"Demon, goristro","Outsider (chaotic, evil)",Demon,Huge,Manual of the Planes,164,Supplement,3,13,
"Demon, uridezu","Outsider (chaotic, evil)",Demon,Medium,Manual of the Planes,164,Supplement,3,6,
"Devil, narzugon","Outsider (evil, lawful)",Devil,Medium,Manual of the Planes,167,Supplement,3,9,
"Devil, spinagon (spined devil)","Outsider (evil, lawful)",Devil,Small,Manual of the Planes,167,Supplement,3,4,
"Dusk beast, ephemera",Outsider,,Medium,Manual of the Planes,169,Supplement,3,3,
"Ecalypse, ephemera",Outsider,,Large,Manual of the Planes,170,Supplement,3,9,
Element creature (template),Elemental,Elemental,Varies,Manual of the Planes,191,Supplement,3,Varies,
"Energon, xag-ya",Outsider (incorporeal),Energon,Medium,Manual of the Planes,169,Supplement,3,4,
"Energon, xeg-yi",Outsider (incorporeal),Energon,Medium,Manual of the Planes,169,Supplement,3,5,
"Firre, celestial (eladrin)","Outsider (chaotic, good)",,Medium,Manual of the Planes,162,Supplement,3,10,
"Genie, dao","Outsider (air, evil)",Genie,Large,Manual of the Planes,173,Supplement,3,7,
"Genie, marid","Outsider (chaotic, water)",Genie,Large,Manual of the Planes,173,Supplement,3,9,
Githyanki,Outsider (evil),Gith,Medium,Manual of the Planes,174,Supplement,3,1,
Githzerai,Outsider,Gith,Medium,Manual of the Planes,176,Supplement,3,1,
Half-elemental (template),Outsider,Elemental,Varies,Manual of the Planes,189,Supplement,3,Varies,
"Inevitable, kolyarut",Construct,Inevitable,Medium,Manual of the Planes,177,Supplement,3,12,
"Inevitable, marut",Construct,Inevitable,Large,Manual of the Planes,177,Supplement,3,15,
"Inevitable, zelekhut",Construct,Inevitable,Large,Manual of the Planes,177,Supplement,3,9,
"Leonal, celestial (guardinal)",Outsider (good),,Medium,Manual of the Planes,162,Supplement,3,12,
"Paraelemental, ice paraelemental","Elemental (air, cold)",Elemental,Varies,Manual of the Planes,180,Supplement,3,Varies,
"Paraelemental, magma paraelemental","Elemental (earth, fire)",Elemental,Varies,Manual of the Planes,182,Supplement,3,Varies,
"Paraelemental, ooze paraelemental","Elemental (earth, water)",Elemental,Varies,Manual of the Planes,182,Supplement,3,Varies,
"Paraelemental, smoke paraelemental","Elemental (air, fire)",Elemental,Varies,Manual of the Planes,184,Supplement,3,Varies,
Petitioner,Outsider,,Varies,Manual of the Planes,199,Supplement,3,Varies,
Shadow creature (template),Magical beast,,Varies,Manual of the Planes,190,Supplement,3,Varies,
"Tiamat, the chromatic dragon",Dragon,,Colossal,Manual of the Planes,118,Supplement,3,25,
"Umbral banyan, ephemera",Plant,,Huge,Manual of the Planes,170,Supplement,3,10,
"Yugoloth, canoloth",Outsider (evil),Yugoloth,Medium,Manual of the Planes,185,Supplement,3,6,
"Yugoloth, mezzoloth",Outsider (evil),Yugoloth,Medium,Manual of the Planes,185,Supplement,3,7,
"Yugoloth, nycaloth",Outsider (evil),Yugoloth,Large,Manual of the Planes,187,Supplement,3,13,
"Yugoloth, ultroloth",Outsider (evil),Yugoloth,Medium,Manual of the Planes,187,Supplement,3,16,
Bogun,Construct,,Tiny,Masters of the Wild,82,Supplement,3,1,
"Elephant, dire",Animal,,Gargantuan,Masters of the Wild,38,Supplement,3,10,
"Elk, dire",Animal,,Huge,Masters of the Wild,38,Supplement,3,7,
"Hawk, dire",Animal,,Medium,Masters of the Wild,37,Supplement,3,2,
"Horse, dire",Animal,,Large,Masters of the Wild,38,Supplement,3,4,
Legendary ape,Animal,,Medium,Masters of the Wild,40,Supplement,3,7,
Legendary bear,Animal,,Large,Masters of the Wild,40,Supplement,3,9,
Legendary eagle,Animal,,Small,Masters of the Wild,40,Supplement,3,6,
Legendary horse,Animal,,Large,Masters of the Wild,40,Supplement,3,8,
Legendary shark,Animal,,Huge,Masters of the Wild,40,Supplement,3,10,
Legendary snake,Animal,,Large,Masters of the Wild,40,Supplement,3,8,
Legendary tiger,Animal,,Large,Masters of the Wild,40,Supplement,3,10,
Legendary wolf,Animal,,Medium,Masters of the Wild,40,Supplement,3,7,
"Snake, dire",Animal,,Large,Masters of the Wild,37,Supplement,3,4,
"Toad, dire toad",Animal,,Small,Masters of the Wild,37,Supplement,3,2,
Abyssal eviscerator,Outsider,,Medium,Miniatures Handbook,45,Supplement,3.5,4,
Aspect of Asmodeus,"Outsider (baatezu, evil, extraplanar, lawful)",,Large,Miniatures Handbook,47,Supplement,3.5,9,
Aspect of Bahamut,Dragon (extraplanar),,Large,Miniatures Handbook,48,Supplement,3.5,10,
Aspect of Demogorgon,"Outsider (chaotic, evil, extraplanar, tanar'ri)",,Large,Miniatures Handbook,49,Supplement,3.5,9,
Aspect of Hextor,"Outsider (evil, extraplanar, lawful)",,Large,Miniatures Handbook,50,Supplement,3.5,11,
Aspect of Kord,"Outsider (chaotic, extraplanar, good)",,Large,Miniatures Handbook,50,Supplement,3.5,11,
Aspect of Lolth,"Outsider (chaotic, evil, extraplanar)",,Large,Miniatures Handbook,51,Supplement,3.5,11,
Aspect of Mephistopheles,"Outsider (baatezu, evil, extraplanar, lawful)",,Large,Miniatures Handbook,52,Supplement,3.5,9,
Aspect of Nerull,"Outsider (evil, extraplanar)",,Large,Miniatures Handbook,52,Supplement,3.5,12,
Aspect of Orcus,"Outsider (chaotic, extraplanar, evil, tanar'ri)",,Large,Miniatures Handbook,53,Supplement,3.5,9,
Aspect of Tiamat,Dragon (extraplanar),,Large,Miniatures Handbook,54,Supplement,3.5,10,
Aspect of Vecna,Undead,,Medium,Miniatures Handbook,54,Supplement,3.5,10,
Bright naga,Aberration,,Large,Miniatures Handbook,55,Supplement,3.5,3,
Catfolk,Humanoid (Catfolk),,Medium,Miniatures Handbook,56,Supplement,3.5,1/2,
Crucian,Humanoid (reptilian),,Medium,Miniatures Handbook,58,Supplement,3.5,2,
Cursed spirit,Undead (incorporeal),,Medium,Miniatures Handbook,60,Supplement,3.5,3,
"Dinosaur, cave ankylosaurus",Animal,Dinosaur,Large,Miniatures Handbook,57,Supplement,3.5,6,
"Dinosaur, cave triceratops",Animal,Dinosaur,Large,Miniatures Handbook,58,Supplement,3.5,5,
"Dinosaur, cave tyrannosaurus",Animal,Dinosaur,Large,Miniatures Handbook,58,Supplement,3.5,5,
Displacer serpent,Magical beast,,Medium,Miniatures Handbook,60,Supplement,3.5,2,
Equiceph,Monstrous humanoid,,Large,Miniatures Handbook,61,Supplement,3.5,3,
"Ghirrash, shadow beast",Outsider (extraplanar),,Large,Miniatures Handbook,68,Supplement,3.5,7,
Gravehound,Undead,,Medium,Miniatures Handbook,62,Supplement,3.5,3,
"Khumat, shadow beast",Outsider (extraplanar),,Large,Miniatures Handbook,69,Supplement,3.5,8,
